combo,B,stratum,mean,std6,n_pids
aime2024_Qwen3-4B-Instruct-2507,128,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,128,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,128,L3,0.9989583343267441,0.0025515493820497106,4
aime2024_Qwen3-4B-Instruct-2507,128,L4,0.5468750031044086,0.011692671567789999,2
aime2024_Qwen3-4B-Instruct-2507,128,L5,0.00018939394221612903,0.00046391851880367793,11
aime2024_Qwen3-4B-Instruct-2507,128,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,128,overall,0.4650641029569297,0.0034072669969072173,26
aime2024_Qwen3-4B-Instruct-2507,128,overall_md_compat,0.5038194448700072,0.0035463959292824153,24
aime2024_Qwen3-4B-Instruct-2507,256,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,256,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,256,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,256,L4,0.5322916725029548,0.02574413787460496,2
aime2024_Qwen3-4B-Instruct-2507,256,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,256,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,256,overall,0.46402243634638113,0.007140139165346363,26
aime2024_Qwen3-4B-Instruct-2507,256,overall_md_compat,0.5026909727085795,0.007431692465979007,24
aime2024_Qwen3-4B-Instruct-2507,512,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,512,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,512,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,512,L4,0.4802083307877183,0.016963502300606507,2
aime2024_Qwen3-4B-Instruct-2507,512,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,512,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,512,overall,0.4600160254452091,0.004704829027406777,26
aime2024_Qwen3-4B-Instruct-2507,512,overall_md_compat,0.4983506942323099,0.004896941309827001,24
aime2024_Qwen3-4B-Instruct-2507,1024,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,1024,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,1024,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,1024,L4,0.45729167480021715,0.030211924506111418,2
aime2024_Qwen3-4B-Instruct-2507,1024,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,1024,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,1024,overall,0.45825320575386286,0.008379280225940906,26
aime2024_Qwen3-4B-Instruct-2507,1024,overall_md_compat,0.4964409729000181,0.00872143137317004,24
aime2024_Qwen3-4B-Instruct-2507,1536,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,1536,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,1536,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,1536,L4,0.45104166585952044,0.019532289282647972,2
aime2024_Qwen3-4B-Instruct-2507,1536,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,1536,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,1536,overall,0.4577724358353477,0.0054172823489063845,26
aime2024_Qwen3-4B-Instruct-2507,1536,overall_md_compat,0.4959201388216267,0.005638486237613225,24
aime2024_Qwen3-4B-Instruct-2507,2048,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,2048,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,2048,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,2048,L4,0.4479166666666667,0.036586086104816486,2
aime2024_Qwen3-4B-Instruct-2507,2048,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,2048,Lr,0.0,0.0,2
aime2024_Qwen3-4B-Instruct-2507,2048,overall,0.4575320512820513,0.010147154570727417,26
aime2024_Qwen3-4B-Instruct-2507,2048,overall_md_compat,0.49565972222222227,0.010561493330605312,24
