combo,B,stratum,mean,std6,n_pids
aime2026_Phi-4-mini-instruct,128,L1,,,0
aime2026_Phi-4-mini-instruct,128,L2,,,0
aime2026_Phi-4-mini-instruct,128,L3,,,0
aime2026_Phi-4-mini-instruct,128,L4,,,0
aime2026_Phi-4-mini-instruct,128,L5,0.0647095946002413,0.003895565066441168,11
aime2026_Phi-4-mini-instruct,128,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,128,overall,0.02965856419177726,0.002637310017293857,24
aime2026_Phi-4-mini-instruct,128,overall_md_compat,0.0647095946002413,0.003895565066441168,11
aime2026_Phi-4-mini-instruct,256,L1,,,0
aime2026_Phi-4-mini-instruct,256,L2,,,0
aime2026_Phi-4-mini-instruct,256,L3,,,0
aime2026_Phi-4-mini-instruct,256,L4,,,0
aime2026_Phi-4-mini-instruct,256,L5,0.0630681829131914,0.007425595802087683,11
aime2026_Phi-4-mini-instruct,256,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,256,overall,0.02890625050187939,0.005027152122788659,24
aime2026_Phi-4-mini-instruct,256,overall_md_compat,0.0630681829131914,0.007425595802087684,11
aime2026_Phi-4-mini-instruct,512,L1,,,0
aime2026_Phi-4-mini-instruct,512,L2,,,0
aime2026_Phi-4-mini-instruct,512,L3,,,0
aime2026_Phi-4-mini-instruct,512,L4,,,0
aime2026_Phi-4-mini-instruct,512,L5,0.07253787824601837,0.006757941001453162,11
aime2026_Phi-4-mini-instruct,512,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,512,overall,0.033246527529425085,0.004575147686005791,24
aime2026_Phi-4-mini-instruct,512,overall_md_compat,0.07253787824601837,0.006757941001453162,11
aime2026_Phi-4-mini-instruct,1024,L1,,,0
aime2026_Phi-4-mini-instruct,1024,L2,,,0
aime2026_Phi-4-mini-instruct,1024,L3,,,0
aime2026_Phi-4-mini-instruct,1024,L4,,,0
aime2026_Phi-4-mini-instruct,1024,L5,0.07215909075669266,0.005119945113430383,11
aime2026_Phi-4-mini-instruct,1024,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,1024,overall,0.03307291659681747,0.003466219227594721,24
aime2026_Phi-4-mini-instruct,1024,overall_md_compat,0.07215909075669266,0.005119945113430383,11
aime2026_Phi-4-mini-instruct,1536,L1,,,0
aime2026_Phi-4-mini-instruct,1536,L2,,,0
aime2026_Phi-4-mini-instruct,1536,L3,,,0
aime2026_Phi-4-mini-instruct,1536,L4,,,0
aime2026_Phi-4-mini-instruct,1536,L5,0.06893939502311476,0.006210273746732446,11
aime2026_Phi-4-mini-instruct,1536,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,1536,overall,0.0315972227189276,0.004204375201813071,24
aime2026_Phi-4-mini-instruct,1536,overall_md_compat,0.06893939502311476,0.006210273746732446,11
aime2026_Phi-4-mini-instruct,2048,L1,,,0
aime2026_Phi-4-mini-instruct,2048,L2,,,0
aime2026_Phi-4-mini-instruct,2048,L3,,,0
aime2026_Phi-4-mini-instruct,2048,L4,,,0
aime2026_Phi-4-mini-instruct,2048,L5,0.07102272800649657,0.0031939703029906707,11
aime2026_Phi-4-mini-instruct,2048,Lr,0.0,0.0,13
aime2026_Phi-4-mini-instruct,2048,overall,0.03255208366964426,0.00216232811706358,24
aime2026_Phi-4-mini-instruct,2048,overall_md_compat,0.07102272800649657,0.0031939703029906707,11
