combo,B,stratum,mean,std6,n_pids
aime2024_Qwen2.5-3B,128,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,128,L2,,,0
aime2024_Qwen2.5-3B,128,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,128,L4,0.9708333214124044,0.012909962955181781,1
aime2024_Qwen2.5-3B,128,L5,0.041653645874854796,0.007669768255918102,16
aime2024_Qwen2.5-3B,128,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,128,overall,0.13471450575592894,0.0064056475808056375,27
aime2024_Qwen2.5-3B,128,overall_md_compat,0.19143640291632005,0.0076360387398592385,19
aime2024_Qwen2.5-3B,256,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,256,L2,,,0
aime2024_Qwen2.5-3B,256,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,256,L4,0.9979166686534882,0.005103098764099421,1
aime2024_Qwen2.5-3B,256,L5,0.02413194491722,0.0029676839056541494,16
aime2024_Qwen2.5-3B,256,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,256,overall,0.12533436249366697,0.002486675463331266,27
aime2024_Qwen2.5-3B,256,overall_md_compat,0.17810672564889518,0.002964313901431775,19
aime2024_Qwen2.5-3B,512,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,512,L2,,,0
aime2024_Qwen2.5-3B,512,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,512,L4,1.0,0.0,1
aime2024_Qwen2.5-3B,512,L5,0.01250000013775813,0.003795299069973908,16
aime2024_Qwen2.5-3B,512,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,512,overall,0.11851851860015296,0.0029216225862727626,27
aime2024_Qwen2.5-3B,512,overall_md_compat,0.1684210527475858,0.0034828052855852987,19
aime2024_Qwen2.5-3B,1024,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,1024,L2,,,0
aime2024_Qwen2.5-3B,1024,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,1024,L4,0.9958333373069763,0.010206197528198842,1
aime2024_Qwen2.5-3B,1024,L5,0.005859375087311491,0.0020222154883896342,16
aime2024_Qwen2.5-3B,1024,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,1024,overall,0.11442901254459112,0.0025062599824375986,27
aime2024_Qwen2.5-3B,1024,overall_md_compat,0.1626096494054716,0.002987660197760281,19
aime2024_Qwen2.5-3B,1536,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,1536,L2,,,0
aime2024_Qwen2.5-3B,1536,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,1536,L4,1.0,0.0,1
aime2024_Qwen2.5-3B,1536,L5,0.0023437500349245965,0.0013072813109395022,16
aime2024_Qwen2.5-3B,1536,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,1536,overall,0.11250000002069606,0.0010063456223699846,27
aime2024_Qwen2.5-3B,1536,overall_md_compat,0.15986842108204177,0.0011996436052978238,19
aime2024_Qwen2.5-3B,2048,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,2048,L2,,,0
aime2024_Qwen2.5-3B,2048,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,2048,L4,0.9958333373069763,0.010206197528198842,1
aime2024_Qwen2.5-3B,2048,L5,0.0007812500116415322,0.0008558165088544817,16
aime2024_Qwen2.5-3B,2048,Lr,0.0,0.0,8
aime2024_Qwen2.5-3B,2048,overall,0.1114197532404904,0.0020717251563555014,27
aime2024_Qwen2.5-3B,2048,overall_md_compat,0.15833333355227583,0.002469660304084649,19
