combo,B,stratum,mean,std6,n_pids
aime2025_Phi-4-mini-instruct,128,L1,,,0
aime2025_Phi-4-mini-instruct,128,L2,,,0
aime2025_Phi-4-mini-instruct,128,L3,,,0
aime2025_Phi-4-mini-instruct,128,L4,,,0
aime2025_Phi-4-mini-instruct,128,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,128,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,128,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,128,overall_md_compat,0.0,0.0,17
aime2025_Phi-4-mini-instruct,256,L1,,,0
aime2025_Phi-4-mini-instruct,256,L2,,,0
aime2025_Phi-4-mini-instruct,256,L3,,,0
aime2025_Phi-4-mini-instruct,256,L4,,,0
aime2025_Phi-4-mini-instruct,256,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,256,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,256,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,256,overall_md_compat,0.0,0.0,17
aime2025_Phi-4-mini-instruct,512,L1,,,0
aime2025_Phi-4-mini-instruct,512,L2,,,0
aime2025_Phi-4-mini-instruct,512,L3,,,0
aime2025_Phi-4-mini-instruct,512,L4,,,0
aime2025_Phi-4-mini-instruct,512,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,512,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,512,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,512,overall_md_compat,0.0,0.0,17
aime2025_Phi-4-mini-instruct,1024,L1,,,0
aime2025_Phi-4-mini-instruct,1024,L2,,,0
aime2025_Phi-4-mini-instruct,1024,L3,,,0
aime2025_Phi-4-mini-instruct,1024,L4,,,0
aime2025_Phi-4-mini-instruct,1024,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,1024,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,1024,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,1024,overall_md_compat,0.0,0.0,17
aime2025_Phi-4-mini-instruct,1536,L1,,,0
aime2025_Phi-4-mini-instruct,1536,L2,,,0
aime2025_Phi-4-mini-instruct,1536,L3,,,0
aime2025_Phi-4-mini-instruct,1536,L4,,,0
aime2025_Phi-4-mini-instruct,1536,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,1536,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,1536,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,1536,overall_md_compat,0.0,0.0,17
aime2025_Phi-4-mini-instruct,2048,L1,,,0
aime2025_Phi-4-mini-instruct,2048,L2,,,0
aime2025_Phi-4-mini-instruct,2048,L3,,,0
aime2025_Phi-4-mini-instruct,2048,L4,,,0
aime2025_Phi-4-mini-instruct,2048,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,2048,Lr,0.0,0.0,9
aime2025_Phi-4-mini-instruct,2048,overall,0.0,0.0,26
aime2025_Phi-4-mini-instruct,2048,overall_md_compat,0.0,0.0,17
