combo,B,stratum,mean,std6,n_pids
aime2025_Qwen3-4B-Instruct-2507,128,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,128,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,128,L3,0.990625003973643,0.01234275982905426,2
aime2025_Qwen3-4B-Instruct-2507,128,L4,0.14791666716337204,0.05209166316337943,1
aime2025_Qwen3-4B-Instruct-2507,128,L5,0.01609848462270968,0.003551325818990205,11
aime2025_Qwen3-4B-Instruct-2507,128,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,128,overall,0.4230113639072938,0.011979072428275797,22
aime2025_Qwen3-4B-Instruct-2507,128,overall_md_compat,0.44315476218859357,0.012260971524703328,21
aime2025_Qwen3-4B-Instruct-2507,256,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,256,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,256,L3,1.0,0.0,2
aime2025_Qwen3-4B-Instruct-2507,256,L4,0.06666666641831398,0.04005204801181719,1
aime2025_Qwen3-4B-Instruct-2507,256,L5,0.010227272795005278,0.004065578087899604,11
aime2025_Qwen3-4B-Instruct-2507,256,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,256,overall,0.417234848507426,0.009010056823092468,22
aime2025_Qwen3-4B-Instruct-2507,256,overall_md_compat,0.43710317462682724,0.009222087169548605,21
aime2025_Qwen3-4B-Instruct-2507,512,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,512,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,512,L3,1.0,0.0,2
aime2025_Qwen3-4B-Instruct-2507,512,L4,0.06875000149011612,0.018957189199660992,1
aime2025_Qwen3-4B-Instruct-2507,512,L5,0.006060606150916129,0.003914548681260084,11
aime2025_Qwen3-4B-Instruct-2507,512,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,512,overall,0.41524621223409974,0.004898680840562399,22
aime2025_Qwen3-4B-Instruct-2507,512,overall_md_compat,0.43501984138810446,0.005013959691317304,21
aime2025_Qwen3-4B-Instruct-2507,1024,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,1024,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,1024,L3,1.0,0.0,2
aime2025_Qwen3-4B-Instruct-2507,1024,L4,0.06250000186264515,0.01581138912547009,1
aime2025_Qwen3-4B-Instruct-2507,1024,L5,0.0026515151910258064,0.000927837037607356,11
aime2025_Qwen3-4B-Instruct-2507,1024,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,1024,overall,0.4132575758619968,0.003434250767363106,22
aime2025_Qwen3-4B-Instruct-2507,1024,overall_md_compat,0.4329365080459014,0.0035150677249382225,21
aime2025_Qwen3-4B-Instruct-2507,1536,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,1536,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,1536,L3,1.0,0.0,2
aime2025_Qwen3-4B-Instruct-2507,1536,L4,0.0541666674738129,0.0400520500658151,1
aime2025_Qwen3-4B-Instruct-2507,1536,L5,0.0026515151910258064,0.003345364014367932,11
aime2025_Qwen3-4B-Instruct-2507,1536,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,1536,overall,0.41287878793523164,0.008860722263679562,22
aime2025_Qwen3-4B-Instruct-2507,1536,overall_md_compat,0.4325396825988141,0.009069238374988032,21
aime2025_Qwen3-4B-Instruct-2507,2048,L1,1.0,0.0,7
aime2025_Qwen3-4B-Instruct-2507,2048,L2,,,0
aime2025_Qwen3-4B-Instruct-2507,2048,L3,1.0,0.0,2
aime2025_Qwen3-4B-Instruct-2507,2048,L4,0.10000000304232042,0.04743416698373011,1
aime2025_Qwen3-4B-Instruct-2507,2048,L5,0.0011363636532967741,0.0012448240128792461,11
aime2025_Qwen3-4B-Instruct-2507,2048,Lr,0.0,0.0,1
aime2025_Qwen3-4B-Instruct-2507,2048,overall,0.41420454560129927,0.01015123291323822,22
aime2025_Qwen3-4B-Instruct-2507,2048,overall_md_compat,0.4339285715823135,0.010390118136029977,21
