combo,B,stratum,mean,std6,n_pids
aime2026_Qwen2.5-3B,128,L1,,,0
aime2026_Qwen2.5-3B,128,L2,,,0
aime2026_Qwen2.5-3B,128,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,128,L4,0.9749999940395355,0.015811401494900887,1
aime2026_Qwen2.5-3B,128,L5,0.0046474360025081886,0.0026097696762110364,13
aime2026_Qwen2.5-3B,128,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,128,overall,0.08141666648288569,0.0036799026517030176,25
aime2026_Qwen2.5-3B,128,overall_md_compat,0.1356944441381428,0.004750733895236767,15
aime2026_Qwen2.5-3B,256,L1,,,0
aime2026_Qwen2.5-3B,256,L2,,,0
aime2026_Qwen2.5-3B,256,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,256,L4,0.9937500059604645,0.010458240357911208,1
aime2026_Qwen2.5-3B,256,L5,0.002724359014955086,0.003004967989222184,13
aime2026_Qwen2.5-3B,256,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,256,overall,0.08116666692619523,0.0030117278455736533,25
aime2026_Qwen2.5-3B,256,overall_md_compat,0.13527777821032538,0.003888123929738634,15
aime2026_Qwen2.5-3B,512,L1,,,0
aime2026_Qwen2.5-3B,512,L2,,,0
aime2026_Qwen2.5-3B,512,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,512,L4,0.9958333373069763,0.010206197528198842,1
aime2026_Qwen2.5-3B,512,L5,0.0009615384758665011,0.0016089616134640028,13
aime2026_Qwen2.5-3B,512,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,512,overall,0.08033333349972964,0.002347937947573752,25
aime2026_Qwen2.5-3B,512,overall_md_compat,0.13388888916621605,0.003031174856293855,15
aime2026_Qwen2.5-3B,1024,L1,,,0
aime2026_Qwen2.5-3B,1024,L2,,,0
aime2026_Qwen2.5-3B,1024,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,1024,L4,1.0,0.0,1
aime2026_Qwen2.5-3B,1024,L5,0.0003205128252888337,0.000785092877975455,13
aime2026_Qwen2.5-3B,1024,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,1024,overall,0.0801666666691502,0.0005661385255084192,25
aime2026_Qwen2.5-3B,1024,overall_md_compat,0.13361111111525034,0.0007308816936468435,15
aime2026_Qwen2.5-3B,1536,L1,,,0
aime2026_Qwen2.5-3B,1536,L2,,,0
aime2026_Qwen2.5-3B,1536,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,1536,L4,1.0,0.0,1
aime2026_Qwen2.5-3B,1536,L5,0.0016025641264441684,0.001890754028655536,13
aime2026_Qwen2.5-3B,1536,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,1536,overall,0.08083333334575096,0.0013634421199215287,25
aime2026_Qwen2.5-3B,1536,overall_md_compat,0.13472222224291827,0.001760196207991272,15
aime2026_Qwen2.5-3B,2048,L1,,,0
aime2026_Qwen2.5-3B,2048,L2,,,0
aime2026_Qwen2.5-3B,2048,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,2048,L4,0.9958333373069763,0.010206197528198842,1
aime2026_Qwen2.5-3B,2048,L5,0.0019230769517330022,0.0012162606566499955,13
aime2026_Qwen2.5-3B,2048,Lr,0.0,0.0,10
aime2026_Qwen2.5-3B,2048,overall,0.08083333350718021,0.0022216861865574354,25
aime2026_Qwen2.5-3B,2048,overall_md_compat,0.13472222251196703,0.0028681845336786705,15
