combo,B,stratum,mean,std6,n_pids
aime2023_Phi-4-mini-instruct,128,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,128,L2,0.9270833333333334,0.038256270114958156,1
aime2023_Phi-4-mini-instruct,128,L3,,,0
aime2023_Phi-4-mini-instruct,128,L4,,,0
aime2023_Phi-4-mini-instruct,128,L5,0.021874999658515054,0.0048573397139398435,10
aime2023_Phi-4-mini-instruct,128,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,128,overall,0.08253205115071091,0.008084837884476226,26
aime2023_Phi-4-mini-instruct,128,overall_md_compat,0.17881944415987364,0.011900559139786993,12
aime2023_Phi-4-mini-instruct,256,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,256,L2,0.9041666686534882,0.036798996860805885,1
aime2023_Phi-4-mini-instruct,256,L3,,,0
aime2023_Phi-4-mini-instruct,256,L4,,,0
aime2023_Phi-4-mini-instruct,256,L5,0.022291666890184084,0.0078029109511529825,10
aime2023_Phi-4-mini-instruct,256,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,256,overall,0.08181089759828188,0.00868911866619977,26
aime2023_Phi-4-mini-instruct,256,overall_md_compat,0.1772569447962774,0.012790036366503657,12
aime2023_Phi-4-mini-instruct,512,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,512,L2,0.8979166646798452,0.05327796092467376,1
aime2023_Phi-4-mini-instruct,512,L3,,,0
aime2023_Phi-4-mini-instruct,512,L4,,,0
aime2023_Phi-4-mini-instruct,512,L5,0.02708333358168602,0.007011894450558704,10
aime2023_Phi-4-mini-instruct,512,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,512,overall,0.0834134615575656,0.011317460570947652,26
aime2023_Phi-4-mini-instruct,512,overall_md_compat,0.1807291667080588,0.016658850896117315,12
aime2023_Phi-4-mini-instruct,1024,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,1024,L2,0.9166666766007742,0.04082483147973943,1
aime2023_Phi-4-mini-instruct,1024,L3,,,0
aime2023_Phi-4-mini-instruct,1024,L4,,,0
aime2023_Phi-4-mini-instruct,1024,L5,0.017083333308498063,0.007732507152621908,10
aime2023_Phi-4-mini-instruct,1024,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,1024,overall,0.08028846191099057,0.009332704146838053,26
aime2023_Phi-4-mini-instruct,1024,overall_md_compat,0.17395833414047956,0.013737368543509989,12
aime2023_Phi-4-mini-instruct,1536,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,1536,L2,0.9291666547457377,0.02457980685614548,1
aime2023_Phi-4-mini-instruct,1536,L3,,,0
aime2023_Phi-4-mini-instruct,1536,L4,,,0
aime2023_Phi-4-mini-instruct,1536,L5,0.023125000049670538,0.008723172678609795,10
aime2023_Phi-4-mini-instruct,1536,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,1536,overall,0.0830929482785555,0.0072459652457123715,26
aime2023_Phi-4-mini-instruct,1536,overall_md_compat,0.1800347212702036,0.010665772049309028,12
aime2023_Phi-4-mini-instruct,2048,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,2048,L2,0.9375,0.054198706272214826,1
aime2023_Phi-4-mini-instruct,2048,L3,,,0
aime2023_Phi-4-mini-instruct,2048,L4,,,0
aime2023_Phi-4-mini-instruct,2048,L5,0.022708333283662795,0.0072204859041135345,10
aime2023_Phi-4-mini-instruct,2048,Lr,0.0,0.0,14
aime2023_Phi-4-mini-instruct,2048,overall,0.08325320510910107,0.01153398644891369,26
aime2023_Phi-4-mini-instruct,2048,overall_md_compat,0.18038194440305233,0.016977568358711937,12
