combo,B,stratum,mean,std6,n_pids
aime2025_Qwen2.5-3B,128,L1,,,0
aime2025_Qwen2.5-3B,128,L2,,,0
aime2025_Qwen2.5-3B,128,L3,0.9958333373069763,0.006454966087737786,1
aime2025_Qwen2.5-3B,128,L4,,,0
aime2025_Qwen2.5-3B,128,L5,0.057851306861266494,0.002428409337696603,17
aime2025_Qwen2.5-3B,128,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,128,overall,0.07612713669032718,0.0023363227984941324,26
aime2025_Qwen2.5-3B,128,overall_md_compat,0.10996141966380593,0.0028079105486687054,18
aime2025_Qwen2.5-3B,256,L1,,,0
aime2025_Qwen2.5-3B,256,L2,,,0
aime2025_Qwen2.5-3B,256,L3,1.0,0.0,1
aime2025_Qwen2.5-3B,256,L4,,,0
aime2025_Qwen2.5-3B,256,L5,0.05857843184368867,0.0011070179926968853,17
aime2025_Qwen2.5-3B,256,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,256,overall,0.07676282082087336,0.0008951430958797099,26
aime2025_Qwen2.5-3B,256,overall_md_compat,0.11087963007459485,0.0010758281103572908,18
aime2025_Qwen2.5-3B,512,L1,,,0
aime2025_Qwen2.5-3B,512,L2,,,0
aime2025_Qwen2.5-3B,512,L3,1.0,0.0,1
aime2025_Qwen2.5-3B,512,L4,,,0
aime2025_Qwen2.5-3B,512,L5,0.05882352941176471,7.601177430610146e-18,17
aime2025_Qwen2.5-3B,512,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,512,overall,0.07692307692307693,6.146369383745328e-18,26
aime2025_Qwen2.5-3B,512,overall_md_compat,0.1111111111111111,7.387016657011927e-18,18
aime2025_Qwen2.5-3B,1024,L1,,,0
aime2025_Qwen2.5-3B,1024,L2,,,0
aime2025_Qwen2.5-3B,1024,L3,1.0,0.0,1
aime2025_Qwen2.5-3B,1024,L4,,,0
aime2025_Qwen2.5-3B,1024,L5,0.05870098050902872,0.0003001822802411414,17
aime2025_Qwen2.5-3B,1024,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,1024,overall,0.07684294879436493,0.00024272965519618335,26
aime2025_Qwen2.5-3B,1024,overall_md_compat,0.11099537048074934,0.00029172473929517774,18
aime2025_Qwen2.5-3B,1536,L1,,,0
aime2025_Qwen2.5-3B,1536,L2,,,0
aime2025_Qwen2.5-3B,1536,L3,1.0,0.0,1
aime2025_Qwen2.5-3B,1536,L4,,,0
aime2025_Qwen2.5-3B,1536,L5,0.05882352941176471,7.601177430610146e-18,17
aime2025_Qwen2.5-3B,1536,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,1536,overall,0.07692307692307693,6.146369383745328e-18,26
aime2025_Qwen2.5-3B,1536,overall_md_compat,0.1111111111111111,7.387016657011927e-18,18
aime2025_Qwen2.5-3B,2048,L1,,,0
aime2025_Qwen2.5-3B,2048,L2,,,0
aime2025_Qwen2.5-3B,2048,L3,1.0,0.0,1
aime2025_Qwen2.5-3B,2048,L4,,,0
aime2025_Qwen2.5-3B,2048,L5,0.05882352941176471,7.601177430610146e-18,17
aime2025_Qwen2.5-3B,2048,Lr,0.0,0.0,8
aime2025_Qwen2.5-3B,2048,overall,0.07692307692307693,6.146369383745328e-18,26
aime2025_Qwen2.5-3B,2048,overall_md_compat,0.1111111111111111,7.387016657011927e-18,18
