combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2025_Phi-4-mini-instruct,1,L1,,,0
aime2025_Phi-4-mini-instruct,1,L2,,,0
aime2025_Phi-4-mini-instruct,1,L3,,,0
aime2025_Phi-4-mini-instruct,1,L4,,,0
aime2025_Phi-4-mini-instruct,1,L5,0.023039215686274508,0.008249287830573581,17
aime2025_Phi-4-mini-instruct,1,overall,0.023039215686274508,0.008249287830573581,17
aime2025_Phi-4-mini-instruct,2,L1,,,0
aime2025_Phi-4-mini-instruct,2,L2,,,0
aime2025_Phi-4-mini-instruct,2,L3,,,0
aime2025_Phi-4-mini-instruct,2,L4,,,0
aime2025_Phi-4-mini-instruct,2,L5,0.03174019607843137,0.004864439734759046,17
aime2025_Phi-4-mini-instruct,2,overall,0.03174019607843137,0.004864439734759046,17
aime2025_Phi-4-mini-instruct,4,L1,,,0
aime2025_Phi-4-mini-instruct,4,L2,,,0
aime2025_Phi-4-mini-instruct,4,L3,,,0
aime2025_Phi-4-mini-instruct,4,L4,,,0
aime2025_Phi-4-mini-instruct,4,L5,0.03094362745098039,0.002797501820551,17
aime2025_Phi-4-mini-instruct,4,overall,0.03094362745098039,0.002797501820551,17
aime2025_Phi-4-mini-instruct,8,L1,,,0
aime2025_Phi-4-mini-instruct,8,L2,,,0
aime2025_Phi-4-mini-instruct,8,L3,,,0
aime2025_Phi-4-mini-instruct,8,L4,,,0
aime2025_Phi-4-mini-instruct,8,L5,0.026858076563958916,0.00396119105620622,17
aime2025_Phi-4-mini-instruct,8,overall,0.026858076563958916,0.00396119105620622,17
aime2025_Phi-4-mini-instruct,16,L1,,,0
aime2025_Phi-4-mini-instruct,16,L2,,,0
aime2025_Phi-4-mini-instruct,16,L3,,,0
aime2025_Phi-4-mini-instruct,16,L4,,,0
aime2025_Phi-4-mini-instruct,16,L5,0.011584967320261437,0.003525892399284041,17
aime2025_Phi-4-mini-instruct,16,overall,0.011584967320261437,0.003525892399284041,17
aime2025_Phi-4-mini-instruct,32,L1,,,0
aime2025_Phi-4-mini-instruct,32,L2,,,0
aime2025_Phi-4-mini-instruct,32,L3,,,0
aime2025_Phi-4-mini-instruct,32,L4,,,0
aime2025_Phi-4-mini-instruct,32,L5,0.004513888888888889,0.002117534530113558,17
aime2025_Phi-4-mini-instruct,32,overall,0.004513888888888889,0.002117534530113558,17
aime2025_Phi-4-mini-instruct,64,L1,,,0
aime2025_Phi-4-mini-instruct,64,L2,,,0
aime2025_Phi-4-mini-instruct,64,L3,,,0
aime2025_Phi-4-mini-instruct,64,L4,,,0
aime2025_Phi-4-mini-instruct,64,L5,0.00024509803921568627,0.0006003651330350927,17
aime2025_Phi-4-mini-instruct,64,overall,0.00024509803921568627,0.0006003651330350927,17
aime2025_Phi-4-mini-instruct,128,L1,,,0
aime2025_Phi-4-mini-instruct,128,L2,,,0
aime2025_Phi-4-mini-instruct,128,L3,,,0
aime2025_Phi-4-mini-instruct,128,L4,,,0
aime2025_Phi-4-mini-instruct,128,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,128,overall,0.0,0.0,17
aime2025_Phi-4-mini-instruct,256,L1,,,0
aime2025_Phi-4-mini-instruct,256,L2,,,0
aime2025_Phi-4-mini-instruct,256,L3,,,0
aime2025_Phi-4-mini-instruct,256,L4,,,0
aime2025_Phi-4-mini-instruct,256,L5,0.0,0.0,17
aime2025_Phi-4-mini-instruct,256,overall,0.0,0.0,17
