combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2024_Qwen2.5-3B,1,L1,0.9125,0.037914377220257756,1
aime2024_Qwen2.5-3B,1,L2,,,0
aime2024_Qwen2.5-3B,1,L3,0.425,0.0987420882906575,1
aime2024_Qwen2.5-3B,1,L4,0.1958333333333333,0.05791516784631351,1
aime2024_Qwen2.5-3B,1,L5,0.03385416666666668,0.003784562942621866,16
aime2024_Qwen2.5-3B,1,overall,0.10921052631578948,0.027882113992697084,19
aime2024_Qwen2.5-3B,2,L1,0.7708333333333334,0.04587119648174294,1
aime2024_Qwen2.5-3B,2,L2,,,0
aime2024_Qwen2.5-3B,2,L3,0.5874999999999999,0.04257346591481601,1
aime2024_Qwen2.5-3B,2,L4,0.29166666666666663,0.042328083664000996,1
aime2024_Qwen2.5-3B,2,L5,0.03802083333333333,0.005030829433768021,16
aime2024_Qwen2.5-3B,2,overall,0.11885964912280701,0.017937436961194937,19
aime2024_Qwen2.5-3B,4,L1,0.9034722222222222,0.041387956738198194,1
aime2024_Qwen2.5-3B,4,L2,,,0
aime2024_Qwen2.5-3B,4,L3,0.9225694444444444,0.03048840474793776,1
aime2024_Qwen2.5-3B,4,L4,0.3673611111111111,0.053272534790105124,1
aime2024_Qwen2.5-3B,4,L5,0.03645833333333333,0.005254999273178932,16
aime2024_Qwen2.5-3B,4,overall,0.1461440058479532,0.017655041068946817,19
aime2024_Qwen2.5-3B,8,L1,0.9638888888888889,0.016804981624726864,1
aime2024_Qwen2.5-3B,8,L2,,,0
aime2024_Qwen2.5-3B,8,L3,0.9874999999999999,0.013693063937629145,1
aime2024_Qwen2.5-3B,8,L4,0.41091269841269834,0.055827071771272406,1
aime2024_Qwen2.5-3B,8,L5,0.039898003472222214,0.008551484285455605,16
aime2024_Qwen2.5-3B,8,overall,0.1579299812030075,0.015822394997551836,19
aime2024_Qwen2.5-3B,16,L1,0.9916666666666667,0.010206207261596576,1
aime2024_Qwen2.5-3B,16,L2,,,0
aime2024_Qwen2.5-3B,16,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,16,L4,0.6175051106301107,0.06037428032926533,1
aime2024_Qwen2.5-3B,16,L5,0.03949098138551264,0.004827839064730116,16
aime2024_Qwen2.5-3B,16,overall,0.17058039365605157,0.014729399302616247,19
aime2024_Qwen2.5-3B,32,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,32,L2,,,0
aime2024_Qwen2.5-3B,32,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,32,L4,0.7524305555555556,0.04798756831683565,1
aime2024_Qwen2.5-3B,32,L5,0.0483860367063492,0.0031897239132552212,16
aime2024_Qwen2.5-3B,32,overall,0.1856109022556391,0.011391585378431157,19
aime2024_Qwen2.5-3B,64,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,64,L2,,,0
aime2024_Qwen2.5-3B,64,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,64,L4,0.9118055555555555,0.015233521759106928,1
aime2024_Qwen2.5-3B,64,L5,0.04290147569444445,0.008485070441729636,16
aime2024_Qwen2.5-3B,64,overall,0.18938048245614034,0.008534767630429164,19
aime2024_Qwen2.5-3B,128,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,128,L2,,,0
aime2024_Qwen2.5-3B,128,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,128,L4,0.9562499999999999,0.01723006094011277,1
aime2024_Qwen2.5-3B,128,L5,0.03285590277777778,0.004448223626540483,16
aime2024_Qwen2.5-3B,128,overall,0.18326023391812865,0.005682207201373179,19
aime2024_Qwen2.5-3B,256,L1,1.0,0.0,1
aime2024_Qwen2.5-3B,256,L2,,,0
aime2024_Qwen2.5-3B,256,L3,1.0,0.0,1
aime2024_Qwen2.5-3B,256,L4,0.99375,0.010458250331675948,1
aime2024_Qwen2.5-3B,256,L5,0.019444444444444448,0.006026081430532399,16
aime2024_Qwen2.5-3B,256,overall,0.17394005847953217,0.00602797652406335,19
