combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2026_Phi-4-mini-instruct,1,L1,,,0
aime2026_Phi-4-mini-instruct,1,L2,,,0
aime2026_Phi-4-mini-instruct,1,L3,,,0
aime2026_Phi-4-mini-instruct,1,L4,,,0
aime2026_Phi-4-mini-instruct,1,L5,0.04280303030303031,0.003345363964518125,11
aime2026_Phi-4-mini-instruct,1,overall,0.04280303030303031,0.003345363964518125,11
aime2026_Phi-4-mini-instruct,2,L1,,,0
aime2026_Phi-4-mini-instruct,2,L2,,,0
aime2026_Phi-4-mini-instruct,2,L3,,,0
aime2026_Phi-4-mini-instruct,2,L4,,,0
aime2026_Phi-4-mini-instruct,2,L5,0.053409090909090906,0.008947736220467963,11
aime2026_Phi-4-mini-instruct,2,overall,0.0534090909090909,0.008947736220467963,11
aime2026_Phi-4-mini-instruct,4,L1,,,0
aime2026_Phi-4-mini-instruct,4,L2,,,0
aime2026_Phi-4-mini-instruct,4,L3,,,0
aime2026_Phi-4-mini-instruct,4,L4,,,0
aime2026_Phi-4-mini-instruct,4,L5,0.06480429292929292,0.009098337137885418,11
aime2026_Phi-4-mini-instruct,4,overall,0.06480429292929292,0.009098337137885418,11
aime2026_Phi-4-mini-instruct,8,L1,,,0
aime2026_Phi-4-mini-instruct,8,L2,,,0
aime2026_Phi-4-mini-instruct,8,L3,,,0
aime2026_Phi-4-mini-instruct,8,L4,,,0
aime2026_Phi-4-mini-instruct,8,L5,0.07680781024531025,0.012198146410204957,11
aime2026_Phi-4-mini-instruct,8,overall,0.07680781024531025,0.012198146410204957,11
aime2026_Phi-4-mini-instruct,16,L1,,,0
aime2026_Phi-4-mini-instruct,16,L2,,,0
aime2026_Phi-4-mini-instruct,16,L3,,,0
aime2026_Phi-4-mini-instruct,16,L4,,,0
aime2026_Phi-4-mini-instruct,16,L5,0.06674242424242426,0.009448461037542644,11
aime2026_Phi-4-mini-instruct,16,overall,0.06674242424242426,0.009448461037542644,11
aime2026_Phi-4-mini-instruct,32,L1,,,0
aime2026_Phi-4-mini-instruct,32,L2,,,0
aime2026_Phi-4-mini-instruct,32,L3,,,0
aime2026_Phi-4-mini-instruct,32,L4,,,0
aime2026_Phi-4-mini-instruct,32,L5,0.05735479797979798,0.01173045373883235,11
aime2026_Phi-4-mini-instruct,32,overall,0.057354797979797985,0.01173045373883235,11
aime2026_Phi-4-mini-instruct,64,L1,,,0
aime2026_Phi-4-mini-instruct,64,L2,,,0
aime2026_Phi-4-mini-instruct,64,L3,,,0
aime2026_Phi-4-mini-instruct,64,L4,,,0
aime2026_Phi-4-mini-instruct,64,L5,0.05279040404040405,0.007272793034214467,11
aime2026_Phi-4-mini-instruct,64,overall,0.05279040404040405,0.007272793034214466,11
aime2026_Phi-4-mini-instruct,128,L1,,,0
aime2026_Phi-4-mini-instruct,128,L2,,,0
aime2026_Phi-4-mini-instruct,128,L3,,,0
aime2026_Phi-4-mini-instruct,128,L4,,,0
aime2026_Phi-4-mini-instruct,128,L5,0.05505050505050505,0.0032643223536482557,11
aime2026_Phi-4-mini-instruct,128,overall,0.055050505050505044,0.0032643223536482557,11
aime2026_Phi-4-mini-instruct,256,L1,,,0
aime2026_Phi-4-mini-instruct,256,L2,,,0
aime2026_Phi-4-mini-instruct,256,L3,,,0
aime2026_Phi-4-mini-instruct,256,L4,,,0
aime2026_Phi-4-mini-instruct,256,L5,0.05738636363636363,0.00763142426835492,11
aime2026_Phi-4-mini-instruct,256,overall,0.05738636363636363,0.00763142426835492,11
