combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2026_Qwen2.5-3B,1,L1,,,0
aime2026_Qwen2.5-3B,1,L2,,,0
aime2026_Qwen2.5-3B,1,L3,0.5791666666666666,0.09140113055464176,1
aime2026_Qwen2.5-3B,1,L4,0.30416666666666664,0.11447343214329982,1
aime2026_Qwen2.5-3B,1,L5,0.016025641025641024,0.005393765119990419,13
aime2026_Qwen2.5-3B,1,overall,0.07277777777777777,0.0381545440382824,15
aime2026_Qwen2.5-3B,2,L1,,,0
aime2026_Qwen2.5-3B,2,L2,,,0
aime2026_Qwen2.5-3B,2,L3,0.56875,0.045242402677134634,1
aime2026_Qwen2.5-3B,2,L4,0.3125,0.0316227766016838,1
aime2026_Qwen2.5-3B,2,L5,0.020673076923076922,0.007163300204688144,13
aime2026_Qwen2.5-3B,2,overall,0.07666666666666666,0.015735188395635872,15
aime2026_Qwen2.5-3B,4,L1,,,0
aime2026_Qwen2.5-3B,4,L2,,,0
aime2026_Qwen2.5-3B,4,L3,0.7416666666666667,0.05215827941095361,1
aime2026_Qwen2.5-3B,4,L4,0.4225694444444444,0.043409721666755524,1
aime2026_Qwen2.5-3B,4,L5,0.025293803418803423,0.005254276328365646,13
aime2026_Qwen2.5-3B,4,overall,0.09953703703703703,0.01819118193493576,15
aime2026_Qwen2.5-3B,8,L1,,,0
aime2026_Qwen2.5-3B,8,L2,,,0
aime2026_Qwen2.5-3B,8,L3,0.8601091269841271,0.030745281671325286,1
aime2026_Qwen2.5-3B,8,L4,0.5648412698412698,0.05772744951767371,1
aime2026_Qwen2.5-3B,8,L5,0.022538919413919414,0.004453380123789419,13
aime2026_Qwen2.5-3B,8,overall,0.11453042328042327,0.0173887981216169,15
aime2026_Qwen2.5-3B,16,L1,,,0
aime2026_Qwen2.5-3B,16,L2,,,0
aime2026_Qwen2.5-3B,16,L3,0.9618055555555555,0.022425287479060755,1
aime2026_Qwen2.5-3B,16,L4,0.6447537878787879,0.023771270862353693,1
aime2026_Qwen2.5-3B,16,L5,0.02124650367438829,0.005925930800777953,13
aime2026_Qwen2.5-3B,16,overall,0.12551759274675942,0.01008128088109449,15
aime2026_Qwen2.5-3B,32,L1,,,0
aime2026_Qwen2.5-3B,32,L2,,,0
aime2026_Qwen2.5-3B,32,L3,0.9916666666666667,0.015138251770487447,1
aime2026_Qwen2.5-3B,32,L4,0.7538194444444445,0.0593719541129074,1
aime2026_Qwen2.5-3B,32,L5,0.018176129426129423,0.004162881856546419,13
aime2026_Qwen2.5-3B,32,overall,0.13211838624338623,0.016287991919247694,15
aime2026_Qwen2.5-3B,64,L1,,,0
aime2026_Qwen2.5-3B,64,L2,,,0
aime2026_Qwen2.5-3B,64,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,64,L4,0.9354166666666668,0.03906458327778072,1
aime2026_Qwen2.5-3B,64,L5,0.010096153846153847,0.0023683273335783545,13
aime2026_Qwen2.5-3B,64,overall,0.1377777777777778,0.010324593077803217,15
aime2026_Qwen2.5-3B,128,L1,,,0
aime2026_Qwen2.5-3B,128,L2,,,0
aime2026_Qwen2.5-3B,128,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,128,L4,0.9729166666666665,0.01661450169781408,1
aime2026_Qwen2.5-3B,128,L5,0.0049679487179487185,0.004007051230777434,13
aime2026_Qwen2.5-3B,128,overall,0.13583333333333333,0.0056849253353387225,15
aime2026_Qwen2.5-3B,256,L1,,,0
aime2026_Qwen2.5-3B,256,L2,,,0
aime2026_Qwen2.5-3B,256,L3,1.0,0.0,1
aime2026_Qwen2.5-3B,256,L4,1.0,0.0,1
aime2026_Qwen2.5-3B,256,L5,0.0020833333333333333,0.0016561552157389504,13
aime2026_Qwen2.5-3B,256,overall,0.13513888888888886,0.0015417965988212426,15
