combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2023_Phi-4-mini-instruct,1,L1,0.9291666666666667,0.02922612986125028,1
aime2023_Phi-4-mini-instruct,1,L2,0.6166666666666667,0.05163977794943223,1
aime2023_Phi-4-mini-instruct,1,L3,,,0
aime2023_Phi-4-mini-instruct,1,L4,,,0
aime2023_Phi-4-mini-instruct,1,L5,0.02125,0.00607247890074556,10
aime2023_Phi-4-mini-instruct,1,overall,0.14652777777777778,0.01800366475039025,12
aime2023_Phi-4-mini-instruct,2,L1,0.9458333333333334,0.02581988897471612,1
aime2023_Phi-4-mini-instruct,2,L2,0.6729166666666667,0.03658608569752533,1
aime2023_Phi-4-mini-instruct,2,L3,,,0
aime2023_Phi-4-mini-instruct,2,L4,,,0
aime2023_Phi-4-mini-instruct,2,L5,0.031875,0.008542174781634942,10
aime2023_Phi-4-mini-instruct,2,overall,0.16145833333333334,0.015096621678743599,12
aime2023_Phi-4-mini-instruct,4,L1,0.990625,0.012342761036332181,1
aime2023_Phi-4-mini-instruct,4,L2,0.7753472222222221,0.03900713669269971,1
aime2023_Phi-4-mini-instruct,4,L3,,,0
aime2023_Phi-4-mini-instruct,4,L4,,,0
aime2023_Phi-4-mini-instruct,4,L5,0.03631944444444444,0.004669022222962589,10
aime2023_Phi-4-mini-instruct,4,overall,0.17743055555555554,0.012556200819210618,12
aime2023_Phi-4-mini-instruct,8,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,8,L2,0.8083333333333332,0.06454972243679026,1
aime2023_Phi-4-mini-instruct,8,L3,,,0
aime2023_Phi-4-mini-instruct,8,L4,,,0
aime2023_Phi-4-mini-instruct,8,L5,0.045527281746031746,0.009059835388364778,10
aime2023_Phi-4-mini-instruct,8,overall,0.18863384589947088,0.020386827526839752,12
aime2023_Phi-4-mini-instruct,16,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,16,L2,0.7895833333333333,0.07722397080354432,1
aime2023_Phi-4-mini-instruct,16,L3,,,0
aime2023_Phi-4-mini-instruct,16,L4,,,0
aime2023_Phi-4-mini-instruct,16,L5,0.03277777777777778,0.007434513483795744,10
aime2023_Phi-4-mini-instruct,16,overall,0.17644675925925926,0.02330282810818262,12
aime2023_Phi-4-mini-instruct,32,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,32,L2,0.8604166666666667,0.08566528857516718,1
aime2023_Phi-4-mini-instruct,32,L3,,,0
aime2023_Phi-4-mini-instruct,32,L4,,,0
aime2023_Phi-4-mini-instruct,32,L5,0.03760416666666667,0.007187650964598162,10
aime2023_Phi-4-mini-instruct,32,overall,0.18637152777777777,0.025585094831684647,12
aime2023_Phi-4-mini-instruct,64,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,64,L2,0.9145833333333333,0.026712200708040996,1
aime2023_Phi-4-mini-instruct,64,L3,,,0
aime2023_Phi-4-mini-instruct,64,L4,,,0
aime2023_Phi-4-mini-instruct,64,L5,0.02354166666666667,0.0022935598240871485,10
aime2023_Phi-4-mini-instruct,64,overall,0.17916666666666667,0.007990337046152124,12
aime2023_Phi-4-mini-instruct,128,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,128,L2,0.9854166666666666,0.01461306493062515,1
aime2023_Phi-4-mini-instruct,128,L3,,,0
aime2023_Phi-4-mini-instruct,128,L4,,,0
aime2023_Phi-4-mini-instruct,128,L5,0.013124999999999998,0.005025974200756174,10
aime2023_Phi-4-mini-instruct,128,overall,0.1763888888888889,0.006232614709021495,12
aime2023_Phi-4-mini-instruct,256,L1,1.0,0.0,1
aime2023_Phi-4-mini-instruct,256,L2,0.9958333333333332,0.010206207261596585,1
aime2023_Phi-4-mini-instruct,256,L3,,,0
aime2023_Phi-4-mini-instruct,256,L4,,,0
aime2023_Phi-4-mini-instruct,256,L5,0.0043749999999999995,0.004660337970576811,10
aime2023_Phi-4-mini-instruct,256,overall,0.16996527777777778,0.0051748926451559265,12
