combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2024_Qwen3-4B-Instruct-2507,1,L1,0.9656250000000001,0.011004260538536873,4
aime2024_Qwen3-4B-Instruct-2507,1,L2,0.6986111111111112,0.0426278034811745,3
aime2024_Qwen3-4B-Instruct-2507,1,L3,0.46666666666666673,0.043957839649676464,4
aime2024_Qwen3-4B-Instruct-2507,1,L4,0.22083333333333333,0.07317217139505063,2
aime2024_Qwen3-4B-Instruct-2507,1,L5,0.02386363636363636,0.002383656473113982,11
aime2024_Qwen3-4B-Instruct-2507,1,overall,0.35538194444444443,0.03190856983168792,24
aime2024_Qwen3-4B-Instruct-2507,2,L1,0.9578124999999998,0.0061713805181660975,4
aime2024_Qwen3-4B-Instruct-2507,2,L2,0.7125,0.028259708263021918,3
aime2024_Qwen3-4B-Instruct-2507,2,L3,0.5067708333333334,0.029739537726176397,4
aime2024_Qwen3-4B-Instruct-2507,2,L4,0.32083333333333336,0.02116404183200047,2
aime2024_Qwen3-4B-Instruct-2507,2,L5,0.026325757575757575,0.0048434514592971285,11
aime2024_Qwen3-4B-Instruct-2507,2,overall,0.3719618055555556,0.017368338142241254,24
aime2024_Qwen3-4B-Instruct-2507,4,L1,0.9927083333333333,0.004269562819149796,4
aime2024_Qwen3-4B-Instruct-2507,4,L2,0.8896990740740741,0.011226971171569124,3
aime2024_Qwen3-4B-Instruct-2507,4,L3,0.6526041666666668,0.03790722180901388,4
aime2024_Qwen3-4B-Instruct-2507,4,L4,0.3050347222222222,0.05506631366328203,2
aime2024_Qwen3-4B-Instruct-2507,4,L5,0.03226010101010101,0.004719925979819386,11
aime2024_Qwen3-4B-Instruct-2507,4,overall,0.4256365740740741,0.022829562055561997,24
aime2024_Qwen3-4B-Instruct-2507,8,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,8,L2,0.9388888888888888,0.011979921473804325,3
aime2024_Qwen3-4B-Instruct-2507,8,L3,0.7986483134920636,0.022978350072503373,4
aime2024_Qwen3-4B-Instruct-2507,8,L4,0.380406746031746,0.03334046302719452,2
aime2024_Qwen3-4B-Instruct-2507,8,L5,0.033401875901875905,0.005003843988477219,11
aime2024_Qwen3-4B-Instruct-2507,8,overall,0.4641455853174603,0.014493058388386435,24
aime2024_Qwen3-4B-Instruct-2507,16,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,16,L2,0.9701388888888888,0.006675341578165485,3
aime2024_Qwen3-4B-Instruct-2507,16,L3,0.8729166666666668,0.022935598240871498,4
aime2024_Qwen3-4B-Instruct-2507,16,L4,0.44677083333333334,0.06802506048631393,2
aime2024_Qwen3-4B-Instruct-2507,16,L5,0.017771464646464646,0.00285329790287641,11
aime2024_Qwen3-4B-Instruct-2507,16,overall,0.47879629629629633,0.021967987436934712,24
aime2024_Qwen3-4B-Instruct-2507,32,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,32,L2,0.9909722222222223,0.009652527974385594,3
aime2024_Qwen3-4B-Instruct-2507,32,L3,0.9526041666666666,0.018896993257305976,4
aime2024_Qwen3-4B-Instruct-2507,32,L4,0.45104166666666673,0.025744133635969717,2
aime2024_Qwen3-4B-Instruct-2507,32,L5,0.010984848484848484,0.0042315878920511935,11
aime2024_Qwen3-4B-Instruct-2507,32,overall,0.49192708333333335,0.01160170575795249,24
aime2024_Qwen3-4B-Instruct-2507,64,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,64,L2,0.9986111111111112,0.003402069087198846,3
aime2024_Qwen3-4B-Instruct-2507,64,L3,0.9833333333333334,0.010944937947136415,4
aime2024_Qwen3-4B-Instruct-2507,64,L4,0.46458333333333335,0.01661450169781408,2
aime2024_Qwen3-4B-Instruct-2507,64,L5,0.0030303030303030307,0.001855674047563014,11
aime2024_Qwen3-4B-Instruct-2507,64,overall,0.4954861111111111,0.006781872314305402,24
aime2024_Qwen3-4B-Instruct-2507,128,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,128,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,128,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,128,L4,0.5010416666666667,0.022850282638660437,2
aime2024_Qwen3-4B-Instruct-2507,128,L5,0.0015151515151515154,0.0023472626340651013,11
aime2024_Qwen3-4B-Instruct-2507,128,overall,0.5007812500000001,0.006785023010091766,24
aime2024_Qwen3-4B-Instruct-2507,256,L1,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,256,L2,1.0,0.0,3
aime2024_Qwen3-4B-Instruct-2507,256,L3,1.0,0.0,4
aime2024_Qwen3-4B-Instruct-2507,256,L4,0.5166666666666667,0.03572172541558802,2
aime2024_Qwen3-4B-Instruct-2507,256,L5,0.0,0.0,11
aime2024_Qwen3-4B-Instruct-2507,256,overall,0.5013888888888889,0.01031197389230382,24
