combo,N,stratum,equal_mix_mean,equal_mix_std6,n_pids
aime2023_Qwen3-4B-Instruct-2507,1,L1,0.9645833333333332,0.012289901003127197,2
aime2023_Qwen3-4B-Instruct-2507,1,L2,0.6841666666666666,0.03967576926370385,5
aime2023_Qwen3-4B-Instruct-2507,1,L3,0.6,0.0570087712549569,1
aime2023_Qwen3-4B-Instruct-2507,1,L4,0.3479166666666666,0.03825626310379343,2
aime2023_Qwen3-4B-Instruct-2507,1,L5,0.053125,0.010269797953221865,8
aime2023_Qwen3-4B-Instruct-2507,1,overall,0.39282407407407405,0.029053351307933864,18
aime2023_Qwen3-4B-Instruct-2507,2,L1,0.96875,0.011180339887498947,2
aime2023_Qwen3-4B-Instruct-2507,2,L2,0.7125,0.021272047386182696,5
aime2023_Qwen3-4B-Instruct-2507,2,L3,0.6291666666666668,0.06876893678592584,1
aime2023_Qwen3-4B-Instruct-2507,2,L4,0.39999999999999997,0.03601215072721986,2
aime2023_Qwen3-4B-Instruct-2507,2,L5,0.06614583333333333,0.010206207261596573,8
aime2023_Qwen3-4B-Instruct-2507,2,overall,0.41435185185185186,0.024345601929985916,18
aime2023_Qwen3-4B-Instruct-2507,4,L1,0.9989583333333334,0.002551551815399135,2
aime2023_Qwen3-4B-Instruct-2507,4,L2,0.8477083333333334,0.021655044960060044,5
aime2023_Qwen3-4B-Instruct-2507,4,L3,0.7309027777777778,0.06665907074782074,1
aime2023_Qwen3-4B-Instruct-2507,4,L4,0.5536458333333333,0.04259767167280912,2
aime2023_Qwen3-4B-Instruct-2507,4,L5,0.0865017361111111,0.011237715933584335,8
aime2023_Qwen3-4B-Instruct-2507,4,overall,0.4870370370370371,0.025210856068289073,18
aime2023_Qwen3-4B-Instruct-2507,8,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,8,L2,0.9254166666666666,0.013173521422408891,5
aime2023_Qwen3-4B-Instruct-2507,8,L3,0.8916666666666667,0.05348935511960401,1
aime2023_Qwen3-4B-Instruct-2507,8,L4,0.7690525793650793,0.035232888614836935,2
aime2023_Qwen3-4B-Instruct-2507,8,L5,0.098125,0.013713964912658829,8
aime2023_Qwen3-4B-Instruct-2507,8,overall,0.5467697310405644,0.02070442115123744,18
aime2023_Qwen3-4B-Instruct-2507,16,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,16,L2,0.98,0.01024695076595951,5
aime2023_Qwen3-4B-Instruct-2507,16,L3,0.9583333333333331,0.03129163892586431,1
aime2023_Qwen3-4B-Instruct-2507,16,L4,0.9256944444444444,0.023668231560156405,2
aime2023_Qwen3-4B-Instruct-2507,16,L5,0.07768329326923078,0.012130472375483396,8
aime2023_Qwen3-4B-Instruct-2507,16,overall,0.5739549204653371,0.014532958552996304,18
aime2023_Qwen3-4B-Instruct-2507,32,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,32,L2,0.99625,0.0026220221204253757,5
aime2023_Qwen3-4B-Instruct-2507,32,L3,0.9895833333333334,0.012289901003127197,1
aime2023_Qwen3-4B-Instruct-2507,32,L4,0.978125,0.010269797953221868,2
aime2023_Qwen3-4B-Instruct-2507,32,L5,0.09019097222222222,0.013789466193204092,8
aime2023_Qwen3-4B-Instruct-2507,32,overall,0.5915895061728396,0.010321361855165603,18
aime2023_Qwen3-4B-Instruct-2507,64,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,64,L2,1.0,0.0,5
aime2023_Qwen3-4B-Instruct-2507,64,L3,1.0,0.0,1
aime2023_Qwen3-4B-Instruct-2507,64,L4,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,64,L5,0.09947916666666667,0.008708981235866034,8
aime2023_Qwen3-4B-Instruct-2507,64,overall,0.5997685185185185,0.005805987490577356,18
aime2023_Qwen3-4B-Instruct-2507,128,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,128,L2,1.0,0.0,5
aime2023_Qwen3-4B-Instruct-2507,128,L3,1.0,0.0,1
aime2023_Qwen3-4B-Instruct-2507,128,L4,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,128,L5,0.10807291666666669,0.006204259709398589,8
aime2023_Qwen3-4B-Instruct-2507,128,overall,0.603587962962963,0.00413617313959906,18
aime2023_Qwen3-4B-Instruct-2507,256,L1,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,256,L2,1.0,0.0,5
aime2023_Qwen3-4B-Instruct-2507,256,L3,1.0,0.0,1
aime2023_Qwen3-4B-Instruct-2507,256,L4,1.0,0.0,2
aime2023_Qwen3-4B-Instruct-2507,256,L5,0.11979166666666667,0.0036532662326562862,8
aime2023_Qwen3-4B-Instruct-2507,256,overall,0.6087962962962963,0.0024355108217708576,18
